f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price.1,neighbourhood_cleansed,cancellation_policy,room_type,property_type,flag_n_bathrooms,flag_n_beds,flag_n_review_scores_rating,flag_n_reviews_per_month,flag_days_since
Apartment,Entire home/apt,strict,Real Bed,Hackney,100.0,2,1.0,100.0,3,1,0.61,0,2,1.0,146.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,95.0,2,1.0,100.0,4,1,2.86,0,2,1.0,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,95.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,40.0,1,1.0,60.0,1,1,0.14,0,1,1.0,217.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,Hackney,flexible,Private room,House,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,120.0,3,1.0,97.0,6,1,0.31,0,2,1.0,579.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,150.0,2,1.0,96.0,0,1,0.51,0,3,1.0,399.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,150.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Real Bed,Hackney,90.0,2,2.0,96.0,0,1,0.51,0,3,1.0,399.0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,90.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,29.0,2,2.5,96.0,1,1,0.05,0,1,1.0,569.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,29.0,Hackney,flexible,Private room,House,0,0,1,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,108.0,4,1.0,96.0,59,1,2.96,0,90,2.0,597.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,108.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,75.0,4,1.0,80.0,1,1,0.05,0,1,2.0,583.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,75.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,200.0,6,1.0,96.0,0,1,0.51,0,2,3.0,399.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,200.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,22.0,2,1.0,90.0,9,1,0.23,0,3,1.0,1159.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,22.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,100.0,5,1,2.17,0,1,1.0,68.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,52.0,2,2.0,96.0,0,1,0.51,15,1,1.0,399.0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,52.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Entire home/apt,moderate,Real Bed,Hackney,85.0,5,1.5,80.0,4,1,0.12,0,7,3.0,961.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,85.0,Hackney,moderate,Entire home/apt,House,0,0,0,0,0
House,Entire home/apt,moderate,Real Bed,Hackney,80.0,4,1.0,80.0,2,1,0.09,0,3,2.0,695.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,80.0,Hackney,moderate,Entire home/apt,House,0,0,0,0,0
Apartment,Entire home/apt,moderate,Couch,Hackney,70.0,3,1.0,100.0,2,1,0.3,0,1,2.0,202.0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,70.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,50.0,2,1.0,99.0,23,1,4.54,0,1,1.0,151.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,50.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,115.0,5,2.0,88.0,8,4,0.38,20,3,2.0,634.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,115.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,25.0,1,1.0,96.0,0,1,0.51,0,2,1.0,399.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,25.0,Hackney,moderate,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Couch,Hackney,50.0,3,1.0,100.0,2,2,0.11,10,6,1.0,549.0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,50.0,Hackney,flexible,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Couch,Hackney,40.0,2,1.0,100.0,6,1,0.57,5,2,1.0,317.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,40.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,28.0,2,1.0,91.0,7,1,0.58,20,1,1.0,363.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,79.0,2,1.0,99.0,16,1,2.84,0,1,1.0,168.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,79.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,58.0,2,1.0,96.0,0,1,0.51,0,2,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,58.0,Hackney,strict,Private room,Apartment,0,1,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,40.0,2,1.0,100.0,5,1,2.5,0,1,1.0,59.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,250.0,4,1.0,96.0,0,1,0.51,0,7,2.0,399.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,250.0,Hackney,moderate,Entire home/apt,Apartment,0,0,1,1,1
House,Private room,moderate,Real Bed,Hackney,38.0,2,1.0,96.0,23,1,0.5,6,7,1.0,1385.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,38.0,Hackney,moderate,Private room,House,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,75.0,1,1.0,96.0,1,1,0.25,0,7,1.0,117.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,75.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,80.0,3,1.0,97.0,7,2,0.85,10,2,1.0,245.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,80.0,Hackney,flexible,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,moderate,Real Bed,Hackney,29.0,2,1.0,96.0,0,1,0.51,6,30,1.0,399.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,29.0,Hackney,moderate,Private room,House,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,20.0,1,2.0,80.0,1,1,0.18,0,7,1.0,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,20.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,40.0,2,1.0,97.0,25,1,2.39,10,1,1.0,313.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,40.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,120.0,4,2.0,100.0,3,1,1.45,0,2,2.0,61.0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,150.0,6,1.0,96.0,18,4,2.28,15,3,2.0,236.0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,150.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,139.0,6,1.0,98.0,14,1,0.8,24,2,2.0,527.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,139.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,1,1.0,100.0,3,1,2.57,0,1,1.0,34.0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,89.0,2,1.0,88.0,15,1,1.43,0,1,1.0,314.0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,89.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,145.0,4,1.5,60.0,1,1,1.0,0,2,2.0,11.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,145.0,Hackney,flexible,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,strict,Real Bed,Hackney,30.0,2,1.5,100.0,1,2,0.18,0,5,1.0,162.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,30.0,Hackney,strict,Private room,House,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,85.0,5,1.5,96.0,0,1,0.51,0,10,2.0,399.0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,85.0,Hackney,strict,Entire home/apt,House,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,102.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,102.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,90.0,2,1.0,99.0,44,1,1.95,0,3,1.0,676.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,90.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,145.0,4,2.0,100.0,9,4,2.97,100,3,2.0,90.0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,145.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,60.0,2,1.0,100.0,9,1,1.48,10,3,1.0,182.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,60.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,140.0,6,1.0,85.0,8,4,0.86,10,2,3.0,279.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,140.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Real Bed,Hackney,41.0,1,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,41.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Real Bed,Hackney,75.0,2,1.0,98.0,17,2,1.28,10,3,1.0,399.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,75.0,Hackney,flexible,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,350.0,6,2.0,93.0,3,4,0.26,20,2,2.0,345.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,350.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,27.0,2,1.0,100.0,2,1,0.16,0,2,1.0,386.0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,27.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,94.0,5,1.0,94.0,10,3,0.23,0,2,4.0,1332.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,94.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,80.0,3,1.5,100.0,3,1,0.43,0,1,2.0,208.0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,65.0,2,1.0,80.0,3,1,0.16,0,14,1.0,553.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,65.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
House,Entire home/apt,flexible,Real Bed,Hackney,90.0,4,1.0,93.0,6,1,0.56,0,2,1.0,321.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,90.0,Hackney,flexible,Entire home/apt,House,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,75.0,3,1.0,96.0,0,1,0.51,35,1,3.0,399.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,75.0,Hackney,moderate,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,40.0,1,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,92.0,4,1.0,90.0,2,2,0.37,10,3,1.0,160.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,92.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,70.0,4,1.0,96.0,1,1,0.07,0,3,2.0,443.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,70.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,0,0
Apartment,Private room,flexible,Real Bed,Hackney,25.0,2,1.0,100.0,1,1,0.07,10,3,1.0,455.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,32.0,2,1.0,80.0,3,1,1.17,0,3,1.0,76.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,32.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,95.0,2,1.0,96.0,0,1,0.51,0,4,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,95.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,90.0,6,1.5,92.0,5,4,0.69,0,2,5.0,216.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,90.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,strict,Real Bed,Hackney,40.0,2,1.5,93.0,17,1,0.89,10,3,1.0,575.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,40.0,Hackney,strict,Private room,House,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,80.0,1,1,0.04,0,3,1.0,845.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,50.0,Hackney,flexible,Private room,House,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,88.0,3,1.0,80.0,1,1,0.18,0,5,2.0,162.0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,88.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,28.0,1,1.0,100.0,1,1,0.09,0,1,1.0,333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,90.0,2,1.0,96.0,0,1,0.51,0,2,1.0,399.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,90.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,45.0,2,1.0,95.0,115,1,1.46,15,2,1.0,2362.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,63.0,4,1.0,97.0,15,1,2.41,15,3,2.0,186.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,63.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
