f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,cancellation_policy,room_type,property_type,neighbourhood_cleansed
House,Entire home/apt,flexible,Real Bed,Southwark,149.0,4,1.0,,0,1,,0,3,2.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,flexible,Entire home/apt,House,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,55.0,2,1.0,,0,1,,0,1,1.0,,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Private room,strict,Real Bed,Southwark,55.0,2,1.0,91.0,52,2,2.5699999,0,2,1.0,606.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Private room,Apartment,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,50.0,3,1.0,100.0,2,2,0.54000002,25,3,1.0,110.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Southwark,flexible,Entire home/apt,Apartment,Southwark
Apartment,Private room,strict,Real Bed,Southwark,55.0,1,1.5,97.0,25,1,0.38,0,4,1.0,1971.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,Southwark,strict,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,170.0,3,1.0,80.0,2,1,1.15,0,2,2.0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,68.0,4,1.0,91.0,51,2,2.3199999,25,1,2.0,658.0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,100.0,4,1.0,97.0,19,1,2.3599999,0,3,2.0,240.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,77.0,3,1.0,,0,2,,15,2,2.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Private room,strict,Real Bed,Southwark,41.0,6,1.0,,0,1,,15,2,3.0,,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Southwark,strict,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,200.0,2,1.0,,0,1,,0,3,1.0,,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
House,Private room,flexible,Real Bed,Southwark,40.0,1,1.0,100.0,1,1,0.050000001,25,1,1.0,596.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Southwark,flexible,Private room,House,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,60.0,2,1.0,96.0,11,1,0.28,20,2,1.0,1190.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,165.0,4,1.0,96.0,39,4,0.72000003,0,3,2.0,1629.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,80.0,2,1.0,,0,1,,0,2,1.0,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,99.0,5,2.0,93.0,9,4,2.0899999,99,3,2.0,127.0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,95.0,3,1.0,95.0,146,1,8.0699997,0,1,2.0,541.0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
House,Entire home/apt,moderate,Real Bed,Southwark,85.0,4,1.0,97.0,6,2,0.37,15,2,1.0,488.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Southwark,moderate,Entire home/apt,House,Southwark
House,Private room,strict,Real Bed,Southwark,25.0,4,1.5,84.0,43,1,6.5500002,10,1,2.0,195.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Southwark,strict,Private room,House,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,179.0,5,1.0,94.0,33,1,2.0599999,0,10,3.0,479.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
House,Private room,strict,Real Bed,Southwark,35.0,2,1.0,,0,1,,0,7,1.0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Private room,House,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,50.0,2,1.0,100.0,4,1,2.4000001,0,1,1.0,48.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,60.0,2,1.0,88.0,12,1,2.0699999,0,1,1.0,172.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,89.0,2,1.0,100.0,5,2,0.40000001,0,4,1.0,369.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,200.0,5,1.0,,0,1,,0,1,2.0,,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,Southwark,flexible,Entire home/apt,Apartment,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,28.0,2,1.0,97.0,15,1,4.9499998,0,1,1.0,89.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,95.0,4,1.0,98.0,12,4,0.73000002,50,90,2.0,492.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Private room,flexible,Couch,Southwark,79.0,1,1.0,97.0,47,1,1.61,0,1,1.0,876.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Southwark,flexible,Private room,Apartment,Southwark
House,Entire home/apt,strict,Real Bed,Southwark,550.0,5,3.0,,0,1,,0,1,3.0,,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,House,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,100.0,4,2.0,96.0,21,1,0.76999998,0,4,2.0,819.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
House,Private room,moderate,Real Bed,Southwark,38.0,2,1.0,89.0,29,1,1.45,15,2,1.0,600.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Southwark,moderate,Private room,House,Southwark
House,Entire home/apt,strict,Real Bed,Southwark,110.0,4,1.0,97.0,7,3,0.37,20,5,2.0,570.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,House,Southwark
Apartment,Private room,strict,Real Bed,Southwark,35.0,2,1.0,75.0,15,1,1.37,5,2,1.0,327.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Southwark,strict,Private room,Apartment,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,91.0,3,1.0,96.0,6,1,0.38,0,2,2.0,468.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Southwark,flexible,Entire home/apt,Apartment,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,40.0,2,1.0,100.0,8,1,1.54,0,2,1.0,154.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
House,Private room,moderate,Real Bed,Southwark,35.0,2,1.0,83.0,6,1,0.14,10,2,1.0,1315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Southwark,moderate,Private room,House,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,60.0,2,1.0,80.0,4,1,0.49000001,0,1,1.0,245.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,120.0,3,1.0,97.0,7,1,0.80000001,0,2,1.0,260.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,66.0,2,1.0,,0,1,,0,3,1.0,,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Southwark,flexible,Entire home/apt,Apartment,Southwark
Apartment,Private room,strict,Real Bed,Southwark,35.0,2,1.5,92.0,41,1,2.2,5,1,1.0,556.0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Southwark,strict,Private room,Apartment,Southwark
Apartment,Private room,moderate,Real Bed,Southwark,40.0,2,1.0,93.0,17,1,0.88999999,10,2,1.0,574.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,moderate,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,119.0,2,1.0,98.0,17,1,1.5,0,2,1.0,339.0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,110.0,2,1.0,97.0,23,2,1.0599999,25,3,1.0,646.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,50.0,2,1.0,93.0,3,1,0.50999999,6,1,1.0,176.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Private room,strict,Real Bed,Southwark,62.0,2,1.0,98.0,140,2,2.1600001,0,5,1.0,1945.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,Southwark,strict,Private room,Apartment,Southwark
Apartment,Private room,moderate,Real Bed,Southwark,175.0,2,1.0,,0,1,,20,4,1.0,,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,moderate,Private room,Apartment,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,117.0,4,2.0,,0,1,,0,3,2.0,,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,flexible,Entire home/apt,Apartment,Southwark
House,Private room,strict,Real Bed,Southwark,32.0,2,1.0,100.0,2,1,0.77999997,0,2,1.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Southwark,strict,Private room,House,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,85.0,6,1.0,98.0,11,1,1.76,0,1,2.0,185.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,100.0,5,1.0,91.0,167,1,6.2199998,0,2,3.0,803.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Southwark,strict,Entire home/apt,Apartment,Southwark
House,Private room,moderate,Real Bed,Southwark,30.0,2,1.0,80.0,1,1,0.050000001,0,1,1.0,580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Southwark,moderate,Private room,House,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,59.0,1,1.0,,0,1,,20,1,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
House,Private room,strict,Real Bed,Southwark,35.0,1,1.0,,0,1,,10,1,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Southwark,strict,Private room,House,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,46.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
House,Private room,flexible,Real Bed,Southwark,38.0,2,1.0,96.0,58,1,3.3099999,0,1,1.0,524.0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,flexible,Private room,House,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,100.0,5,1.0,,0,1,,0,2,3.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Southwark,flexible,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,150.0,4,1.0,96.0,22,2,1.0599999,10,5,1.0,618.0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Private room,moderate,Real Bed,Southwark,50.0,2,1.0,80.0,1,1,0.050000001,0,1,1.0,566.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Southwark,moderate,Private room,Apartment,Southwark
Apartment,Private room,moderate,Real Bed,Southwark,45.0,2,1.0,94.0,28,2,1.76,0,2,1.0,476.0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,Southwark,moderate,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,199.0,7,1.0,100.0,1,6,1.0,20,3,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,52.0,3,1.0,100.0,2,2,0.13,16,1,1.0,478.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,109.0,5,1.0,78.0,14,4,0.52999997,10,1,2.0,790.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southwark,flexible,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,95.0,6,1.0,98.0,16,4,0.85000002,25,1,3.0,566.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,80.0,3,1.0,84.0,16,1,4.8499999,0,9,1.0,97.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,165.0,3,1.0,,0,1,,0,4,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,flexible,Real Bed,Southwark,90.0,2,1.0,98.0,9,1,0.41,0,2,1.0,655.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,Southwark,flexible,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,155.0,5,1.0,100.0,2,5,0.94,25,2,6.0,62.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Private room,flexible,Real Bed,Southwark,40.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Southwark,flexible,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,175.0,6,2.0,95.0,83,3,2.49,25,1,2.0,997.0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Entire home/apt,moderate,Real Bed,Southwark,75.0,2,1.0,87.0,87,2,4.6900001,10,1,1.0,555.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Southwark,moderate,Entire home/apt,Apartment,Southwark
Apartment,Private room,strict,Real Bed,Southwark,60.0,2,1.0,95.0,4,2,0.79000002,0,3,1.0,149.0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,Southwark,strict,Private room,Apartment,Southwark
Apartment,Entire home/apt,strict,Real Bed,Southwark,140.0,5,1.5,83.0,15,3,0.56999999,20,3,2.0,792.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Southwark,strict,Entire home/apt,Apartment,Southwark
Apartment,Private room,moderate,Real Bed,Southwark,110.0,1,1.0,96.0,10,1,1.01,0,2,1.0,296.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,Southwark,moderate,Private room,Apartment,Southwark
